,t,survival_rate,expected_benefit,net_single_premium
56,56,3.3704199369193315,633.8553040846285,79236.40699037269
57,57,3.3603086771085735,631.9537381723746,78995.56444471952
58,58,3.350227751077248,630.0578769578575,78755.42876007986
59,59,3.340177067824016,628.1677033269841,78515.9977375376
60,60,3.3301565366205437,626.283200217003,78277.26918438167
61,61,3.320166067010682,624.4043506163521,78039.24091408547
62,62,3.31020556880965,622.5311375645028,77801.91074628645
63,63,3.3002749521032206,620.6635441518094,77565.27650676557
64,64,3.2903741272469116,618.801553519354,77329.33602742682
65,65,3.280503004865171,616.945148858796,77094.08714627699
66,66,3.2706614958505753,615.0943134122194,76859.52770740527
67,67,3.2608495113630234,613.2490304719828,76625.65556096302
68,68,3.251066962828934,611.4092833805669,76392.46856314348
69,69,3.2413137619404475,609.5750555304252,76159.96457616173
70,70,3.231589820654626,607.746330363834,75928.14146823445
71,71,3.221895051192662,605.9230913727424,75696.99711355996
72,72,3.212229366039084,604.1053220986241,75466.52939229815
73,73,3.202592677940967,602.2930061323283,75236.73619055051
74,74,3.192984899907144,600.4861271139314,75007.61540034028
75,75,3.1834059452074226,598.6846687325894,74779.16491959247
76,76,3.1738557273718,596.8886147263918,74551.38265211417
77,77,3.164334160189685,595.0979488822126,74324.2665075747
78,78,3.154841157709116,593.312655035566,74097.81440148594
79,79,3.1453766342359883,591.5327170704593,73872.02425518262
80,80,3.13594050433328,589.7581189192479,73646.89399580272
81,81,3.1265326828202804,587.9888445624902,73422.42155626789
82,82,3.1171530847718194,586.2248780288026,73198.6048752639
83,83,3.107801625517504,584.4662033947161,72975.44189722126
84,84,3.0984782206409514,582.712804784532,72752.93057229568
85,85,3.0891827859790286,580.9646663701785,72531.06885634869
86,86,3.079915237621091,579.2217723710679,72309.8547109284
87,87,3.070675491908228,577.4841070539546,72089.28610325011
88,88,3.061463465432503,575.7516547327926,71869.36100617712
89,89,3.052279075036206,574.0243997685944,71650.07739820154
90,90,3.043122237811098,572.3023265692887,71431.4332634251
91,91,3.033992871097664,570.5854195895809,71213.42659154009
92,92,3.0248908924843714,568.873663330812,70996.05537781026
93,93,3.015816219806918,567.1670423408198,70779.31762305184
94,94,3.0067687711474966,565.4655412137971,70563.21133361457
95,95,2.9977484648340544,563.7691445901556,70347.73452136276
96,96,2.988755219439552,562.0778371563852,70132.88520365646
97,97,2.9797889537812337,560.391603644916,69918.66140333257
98,98,2.97084958691989,558.7104288339814,69705.0611486861
99,99,2.9619370381591303,557.0342975474794,69492.08247345136
100,100,2.9530512270446527,555.363194654837,69279.7234167834
101,101,2.9441920733635194,553.6971050708725,69067.9820232392
102,102,2.935359497143428,552.03601375566,68856.85634275916
103,103,2.926553418651998,550.3799057143929,68646.34443064852
104,104,2.917773758396042,548.7287659972496,68436.44434755878
105,105,2.9090204371208537,547.0825796992578,68227.15415946933
106,106,2.900293375809491,545.4413319601601,68018.47193766892
107,107,2.8915924956820622,543.8050079642796,67810.3957587373
108,108,2.882917718195016,542.1735929403867,67602.92370452687
109,109,2.8742689650404314,540.5470721615654,67396.0538621444
110,110,2.86564615814531,538.925430945081,67189.78432393275
111,111,2.8570492196708743,537.3086546522457,66984.1131874526
112,112,2.848478072011862,535.6967286882889,66779.03855546434
113,113,2.8399326377958265,534.0896385022241,66574.55853590992
114,114,2.8314128398824394,532.4873695867175,66370.67124189474
115,115,2.8229186013627916,530.8899074779574,66167.37479166956
116,116,2.8144498455587033,529.2972377555235,65964.66730861255
117,117,2.806006496022027,527.7093460422568,65762.5469212113
118,118,2.797588476533961,526.1262180041301,65561.0117630449
119,119,2.789195711104359,524.5478393501178,65360.05997276596
120,120,2.780828123971046,522.9741958320674,65159.68969408292
121,121,2.772485639599133,521.4052732445712,64959.89907574208
122,122,2.764168182680335,519.8410574248375,64760.68627151
123,123,2.7558756781322944,518.2815342525629,64562.04944015558
124,124,2.7476080510978975,516.7266896498052,64363.98674543253
125,125,2.739365226944604,515.1765095808558,64166.49635606163
126,126,2.73114713126377,513.6309800521133,63969.57644571317
127,127,2.722953689869979,512.0900871119568,63773.225192989354
128,128,2.7147848288003686,510.55381685062105,63577.44078140679
129,129,2.706640474313968,509.0221554000693,63382.221399378934
130,130,2.698520552891026,507.49508893386906,63187.56524019876
131,131,2.6904249912323532,505.97260366706746,62993.47050202121
132,132,2.6823537162586564,504.45468585606625,62799.93538784591
133,133,2.67430665510988,502.941321798498,62606.95810549978
134,134,2.6662837351445505,501.4324978331025,62414.53686761978
135,135,2.6582848839391167,499.92820033960334,62222.66989163561
136,136,2.6503100292872994,498.42841573858436,62031.35539975249
137,137,2.6423590991994375,496.9331304913687,61840.59161893396
138,138,2.6344320219018393,495.44233109989455,61650.37678088479
139,139,2.626528725836134,493.9560041065949,61460.70912203383
140,140,2.6186491396586256,492.4741360942751,61271.58688351685
141,141,2.6107931922396497,490.9967136859923,61083.008311159676
142,142,2.6029608126629302,489.52372354493434,60894.97165546105
143,143,2.595151930224942,488.0551523742995,60707.47517157569
144,144,2.5873664744342673,486.5909869171766,60520.51711929741
145,145,2.579604375010964,485.1312139564252,60334.0957630421
146,146,2.5718655618859314,483.6758203145558,60148.20937183111
147,147,2.5641499652002735,482.2247928536122,59962.85621927413
148,148,2.5564575153046727,480.7781184750513,59778.03458355261
149,149,2.548788142758758,479.3357841196261,59593.74274740294
150,150,2.5411417783304824,477.8977767672672,59409.978998099716
151,151,2.533518352995491,476.46408343696544,59226.7416274391
152,152,2.5259177979365046,475.03469118665464,59044.02893172215
153,153,2.518340044542695,473.6095871130947,58861.83921173816
154,154,2.510785024409067,472.1887583517553,58680.17077274818
155,155,2.50325266933584,470.77219207670004,58499.02192446841
156,156,2.495742911327832,469.35987550047,58318.39098105366
157,157,2.4882556825938487,467.95179587396854,58138.276261080944
158,158,2.4807909155460672,466.54794048634665,57958.67608753301
159,159,2.4733485427994286,465.14829666488765,57779.58878778189
160,160,2.4659284971710314,463.752851774893,57601.01269357258
161,161,2.4585307116795176,462.36159321956836,57422.94614100667
162,162,2.451155119544479,460.97450843990964,57245.387470526024
163,163,2.4438016541858456,459.59158491458993,57068.335026896544
164,164,2.436470249223288,458.212810159846,56891.78715919185
165,165,2.4291608384756183,456.83817172936665,56715.74222077716
166,166,2.4218733559601913,455.46765721417853,56540.19856929303
167,167,2.414607735892311,454.1012542425359,56365.15456663924
168,168,2.407363912684634,452.7389504798083,56190.60857895868
169,169,2.4001418209465797,451.38073362836883,56016.558976621265
170,170,2.39294139548374,450.0265914274837,55843.004134207855
171,171,2.3857625712972887,448.67651165320126,55669.942430494266
172,172,2.3786052835833966,447.33048211824166,55497.37224843527
173,173,2.371469467732646,445.9884906718869,55325.291975148604
174,174,2.3643550593294487,444.65052519987125,55153.700001899095
175,175,2.357261994151461,443.31657362427165,54982.594724082715
176,176,2.350190208169006,441.9866239033988,54811.97454121073
177,177,2.343139637544499,440.6606640316886,54641.837856893864
178,178,2.336110218631865,439.33868203959355,54472.18307882649
179,179,2.3291018879759697,438.0206659934747,54303.00861877082
180,180,2.3221145823120417,436.70660399549433,54134.31289254124
181,181,2.3151482385651057,435.3964841835078,53966.094319988464
182,182,2.3082027938494103,434.09029473095734,53798.351324983974
183,183,2.301278185467862,432.7880238467644,53631.08233540427
184,184,2.2943743509114585,431.4896597752241,53464.28578311529
185,185,2.287491227858724,430.1951907958985,53297.960103956764
186,186,2.280628754175148,428.90460522351077,53132.10373772666
187,187,2.2737868679126225,427.61789140784015,52966.71512816566
188,188,2.266965507308885,426.3350377336168,52801.792722941595
189,189,2.260164610786958,425.05603262041586,52637.33497363402
190,190,2.253384116954597,423.7808645225546,52473.34033571866
191,191,2.246623964603734,422.50952192898694,52309.80726855209
192,192,2.239884092709922,421.2419933632,52146.73423535621
193,193,2.233164440431792,419.9782673831104,51984.11970320297
194,194,2.2264649471104967,418.71833258096103,51821.96214299896
195,195,2.2197855522691654,417.4621775832182,51660.260029470075
196,196,2.213126195612358,416.20979105046854,51499.011841146275
197,197,2.206486817025521,414.961161677317,51338.21606034628
198,198,2.199867356574444,413.7162781922851,51177.871173162304
199,199,2.193267754504721,412.4751293577083,51017.97566944486
200,200,2.1866879512412063,411.23770396963505,50858.528042787584
201,201,2.1801278873874828,410.0039908577262,50699.526790512034
202,202,2.173587503725321,408.77397888515304,50540.97041365258
203,203,2.1670667412141444,407.54765694849766,50382.85741694126
204,204,2.160565540990502,406.325013977652,50225.18630879272
205,205,2.15408384436753,405.1060389357191,50067.955601289126
206,206,2.1476215928344273,403.89072081891186,49911.16381016518
207,207,2.141178728055924,402.67904865645517,49754.809454792994
